Project#,imaged,Morphospecies#,MorphospeciesName,phylum,subphylum,superclass,class,subclass,infraclass,subterclass,superorder,order,suborder,infraorder,parvorder,Zoosection,Zoosubsection,superfamily,epifamily,family,subfamily,supertribe,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,Scientific Name,sex,identifiedBy,identificationRemarks,identificationQualifier,individualCount,lifeStage,preparations,establismentMeans ,basisOfRecord,institutionID,institutionCode,datasetID,catalogNumber,collectionCode,occurrenceRemarks,recordedBy,associatedMedia,associatedTaxa,associatedReferences,associatedSequences,eventID,parentEventID,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,eventTime,year,month,day,habitat,fieldNumber,fieldNotes,eventRemarks,locationID,islandGroup,island,country,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,verticalDatum,minimumElevationInMeters,maximumElevationInMeters,verbatimLatitude,verbatimLongitude,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceRemarks,
SBBG-SR_002067,n,SBBG-SR_001064,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Halictidae,Halictinae ,,Halictini,,Agapostemon,,texanus,,Agapostemon texanus,female,Stephanie Calloway,to Agapostemon texanus,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,002067,,,Denise Knapp | Stephanie Calloway,,,,,2S-PT_20170621,,Pan Trap,,,,,2017,6,21,,,,,2S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,468,,,,Zone10 E766502,Zone10 N3759832,33.94524,-120.11646,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_002068,n,SBBG-SR_001064,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Halictidae,Halictinae ,,Halictini,,Agapostemon,,texanus,,Agapostemon texanus,female,Stephanie Calloway,to Agapostemon texanus,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,002068,,,Denise Knapp | Stephanie Calloway,,,,,2S-PT_20170621,,Pan Trap,,,,,2017,6,21,,,,,2S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,468,,,,Zone10 E766502,Zone10 N3759832,33.94524,-120.11646,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_002069,n,SBBG-SR_002058,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Halictidae,Halictinae,,Auglochlorini,,Augochlorella,,pomoniella,,Augochlorella pomoniella,female,Stephanie Calloway,,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,002069,,,Denise Knapp | Stephanie Calloway,,,,,2S-PT_20170621,,Pan Trap,,,,,2017,6,21,,,,,2S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,468,,,,Zone10 E766502,Zone10 N3759832,33.94524,-120.11646,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_002070,n,SBBG-SR_001064,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Halictidae,Halictinae ,,Halictini,,Agapostemon,,texanus,,Agapostemon texanus,female,Stephanie Calloway,to Agapostemon texanus,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,002070,,,Denise Knapp | Stephanie Calloway,,,,,2S-PT_20170621,,Pan Trap,,,,,2017,6,21,,,,,2S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,468,,,,Zone10 E766502,Zone10 N3759832,33.94524,-120.11646,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_002071,n,SBBG-SR_001064,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Halictidae,Halictinae ,,Halictini,,Agapostemon,,texanus,,Agapostemon texanus,female,Stephanie Calloway,to Agapostemon texanus,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,002071,,,Denise Knapp | Stephanie Calloway,,,,,2S-PT_20170621,,Pan Trap,,,,,2017,6,21,,,,,2S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,468,,,,Zone10 E766502,Zone10 N3759832,33.94524,-120.11646,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_002072,n,SBBG-SR_001064,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Halictidae,Halictinae ,,Halictini,,Agapostemon,,texanus,,Agapostemon texanus,female,Stephanie Calloway,to Agapostemon texanus,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,002072,,,Denise Knapp | Stephanie Calloway,,,,,2S-PT_20170621,,Pan Trap,,,,,2017,6,21,,,,,2S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,468,,,,Zone10 E766502,Zone10 N3759832,33.94524,-120.11646,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_002073,n,SBBG-SR_001064,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Halictidae,Halictinae ,,Halictini,,Agapostemon,,texanus,,Agapostemon texanus,female,Stephanie Calloway,to Agapostemon texanus,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,002073,,,Denise Knapp | Stephanie Calloway,,,,,2S-PT_20170621,,Pan Trap,,,,,2017,6,21,,,,,2S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,468,,,,Zone10 E766502,Zone10 N3759832,33.94524,-120.11646,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_002074,n,SBBG-SR_001064,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Halictidae,Halictinae ,,Halictini,,Agapostemon,,texanus,,Agapostemon texanus,female,Stephanie Calloway,to Agapostemon texanus,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,002074,,,Denise Knapp | Stephanie Calloway,,,,,2S-PT_20170621,,Pan Trap,,,,,2017,6,21,,,,,2S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,468,,,,Zone10 E766502,Zone10 N3759832,33.94524,-120.11646,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_002075,n,SBBG-SR_001064,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Halictidae,Halictinae ,,Halictini,,Agapostemon,,texanus,,Agapostemon texanus,female,Stephanie Calloway,to Agapostemon texanus,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,002075,,,Denise Knapp | Stephanie Calloway,,,,,2S-PT_20170621,,Pan Trap,,,,,2017,6,21,,,,,2S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,468,,,,Zone10 E766502,Zone10 N3759832,33.94524,-120.11646,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_002076,n,SBBG-SR_001064,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Halictidae,Halictinae ,,Halictini,,Agapostemon,,texanus,,Agapostemon texanus,female,Stephanie Calloway,to Agapostemon texanus,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,002076,,,Denise Knapp | Stephanie Calloway,,,,,2S-PT_20170621,,Pan Trap,,,,,2017,6,21,,,,,2S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,468,,,,Zone10 E766502,Zone10 N3759832,33.94524,-120.11646,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_002077,n,SBBG-SR_001064,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Halictidae,Halictinae ,,Halictini,,Agapostemon,,texanus,,Agapostemon texanus,female,Stephanie Calloway,to Agapostemon texanus,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,002077,,,Denise Knapp | Stephanie Calloway,,,,,2S-PT_20170621,,Pan Trap,,,,,2017,6,21,,,,,2S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,468,,,,Zone10 E766502,Zone10 N3759832,33.94524,-120.11646,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_002078,n,SBBG-SR_001064,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Halictidae,Halictinae ,,Halictini,,Agapostemon,,texanus,,Agapostemon texanus,female,Stephanie Calloway,to Agapostemon texanus,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,002078,,,Denise Knapp | Stephanie Calloway,,,,,2S-PT_20170621,,Pan Trap,,,,,2017,6,21,,,,,2S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,468,,,,Zone10 E766502,Zone10 N3759832,33.94524,-120.11646,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_002079,n,SBBG-SR_001064,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Halictidae,Halictinae ,,Halictini,,Agapostemon,,texanus,,Agapostemon texanus,female,Stephanie Calloway,to Agapostemon texanus,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,002079,,,Denise Knapp | Stephanie Calloway,,,,,2S-PT_20170621,,Pan Trap,,,,,2017,6,21,,,,,2S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,468,,,,Zone10 E766502,Zone10 N3759832,33.94524,-120.11646,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_002080,n,SBBG-SR_001064,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Halictidae,Halictinae ,,Halictini,,Agapostemon,,texanus,,Agapostemon texanus,female,Stephanie Calloway,to Agapostemon texanus,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,002080,,,Denise Knapp | Stephanie Calloway,,,,,2S-PT_20170621,,Pan Trap,,,,,2017,6,21,,,,,2S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,468,,,,Zone10 E766502,Zone10 N3759832,33.94524,-120.11646,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_002081,n,SBBG-SR_001242,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Halictidae,Halictinae ,,Halictini,,Halictus,,tripartitus,,Halictus tripartitus,,Kylie Etter,to Halictus tripartitus ,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,002081,,,Denise Knapp | Stephanie Calloway,,,,,2S-PT_20170621,,Pan Trap,,,,,2017,6,21,,,,,2S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,468,,,,Zone10 E766502,Zone10 N3759832,33.94524,-120.11646,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_002082,n,SBBG-SR_002093,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Halictidae,Halictinae ,,Halictini,,Lasioglossum,Evylaeus,,,,female,Kylie Etter,to morphospecies SBBG-SR_002093,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,002082,,,Denise Knapp | Stephanie Calloway,,,,,2S-PT_20170621,,Pan Trap,,,,,2017,6,21,,,,,2S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,468,,,,Zone10 E766502,Zone10 N3759832,33.94524,-120.11646,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_002083,n,SBBG-SR_002093,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Halictidae,Halictinae ,,Halictini,,Lasioglossum,Evylaeus,,,,female,Kylie Etter,to morphospecies SBBG-SR_002093,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,002083,,,Denise Knapp | Stephanie Calloway,,,,,2S-PT_20170621,,Pan Trap,,,,,2017,6,21,,,,,2S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,468,,,,Zone10 E766502,Zone10 N3759832,33.94524,-120.11646,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_002084,n,SBBG-SR_002093,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Halictidae,Halictinae ,,Halictini,,Lasioglossum,Evylaeus,,,,female,Kylie Etter,to morphospecies SBBG-SR_002093,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,002084,,,Denise Knapp | Stephanie Calloway,,,,,2S-PT_20170621,,Pan Trap,,,,,2017,6,21,,,,,2S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,468,,,,Zone10 E766502,Zone10 N3759832,33.94524,-120.11646,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_002085,n,SBBG-SR_002093,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Halictidae,Halictinae ,,Halictini,,Lasioglossum,Evylaeus,,,,female,Kylie Etter,to morphospecies SBBG-SR_002093,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,002085,,,Denise Knapp | Stephanie Calloway,,,,,2S-PT_20170621,,Pan Trap,,,,,2017,6,21,,,,,2S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,468,,,,Zone10 E766502,Zone10 N3759832,33.94524,-120.11646,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_002086,n,SBBG-SR_002093,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Halictidae,Halictinae ,,Halictini,,Lasioglossum,Evylaeus,,,,female,Kylie Etter,to morphospecies SBBG-SR_002093,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,002086,,,Denise Knapp | Stephanie Calloway,,,,,2S-PT_20170621,,Pan Trap,,,,,2017,6,21,,,,,2S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,468,,,,Zone10 E766502,Zone10 N3759832,33.94524,-120.11646,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_002087,n,SBBG-SR_002093,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Halictidae,Halictinae ,,Halictini,,Lasioglossum,Evylaeus,,,,female,Kylie Etter,to morphospecies SBBG-SR_002093,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,002087,,,Denise Knapp | Stephanie Calloway,,,,,2S-PT_20170621,,Pan Trap,,,,,2017,6,21,,,,,2S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,468,,,,Zone10 E766502,Zone10 N3759832,33.94524,-120.11646,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_002088,n,SBBG-SR_002093,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Halictidae,Halictinae ,,Halictini,,Lasioglossum,Evylaeus,,,,female,Kylie Etter,to morphospecies SBBG-SR_002093,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,002088,,,Denise Knapp | Stephanie Calloway,,,,,2S-PT_20170621,,Pan Trap,,,,,2017,6,21,,,,,2S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,468,,,,Zone10 E766502,Zone10 N3759832,33.94524,-120.11646,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_002089,n,SBBG-SR_002093,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Halictidae,Halictinae ,,Halictini,,Lasioglossum,Evylaeus,,,,female,Kylie Etter,to morphospecies SBBG-SR_002093,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,002089,,,Denise Knapp | Stephanie Calloway,,,,,2S-PT_20170621,,Pan Trap,,,,,2017,6,21,,,,,2S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,468,,,,Zone10 E766502,Zone10 N3759832,33.94524,-120.11646,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
